0.693877551	0.523809524	0.001337889	0	0	1	0	1	0	0	1
0.163265306	0.19047619	0.19775645	0	1	0	1	0	0	0	0
0.285714286	0.952380952	0.470713311	0	1	0	1	0	0	0	1
0.408163265	0.761904762	0.061417669	1	0	0	0	1	0	0	1
0.836734694	1	0.033872167	0	0	1	0	1	0	0	1
0.469387755	0.142857143	0.001603054	1	0	0	1	0	0	0	1
0.040816327	0.333333333	0.006696179	0	0	1	0	0	1	0	0
0.326530612	0.571428571	0.241796069	0	1	0	0	0	0	1	0
0.265306122	0.571428571	0.52835369	1	0	0	0	1	0	0	0
1	0.19047619	0.011646249	0	0	1	0	0	0	1	0
0.469387755	0.095238095	0.257046433	0	1	0	0	0	0	1	1
0.387755102	1	0.754505014	0	0	1	1	0	0	0	1
0.469387755	1	0.166324942	0	1	0	0	0	0	1	0
0.224489796	0.333333333	0.166941194	0	1	0	0	0	1	0	1
0.489795918	0.476190476	0.000209142	0	0	1	0	1	0	0	1
0.040816327	0.333333333	0.004644794	0	0	1	1	0	0	0	0
0.224489796	0.523809524	0.516952698	1	0	0	1	0	0	0	1
0.469387755	0.904761905	0.014755187	0	1	0	0	0	1	0	1
0.693877551	0.476190476	0.011685991	0	1	0	0	0	0	1	0
0.040816327	0.380952381	0.019953253	0	1	0	0	0	1	0	0
0.632653061	0.666666667	0.162422803	0	1	0	0	0	0	1	1
0.040816327	0.523809524	0.201238306	0	1	0	0	1	0	0	0
0.979591837	0.523809524	0.008113477	0	0	1	0	0	1	0	1
0.836734694	0.142857143	0.006563411	1	0	0	0	1	0	0	1
0.081632653	0.904761905	0.28842658	0	1	0	0	0	1	0	0
0.591836735	0.714285714	0.002847325	0	0	1	0	0	1	0	1
0	0.428571429	0.114119227	0	1	0	1	0	0	0	1
0.959183673	0.523809524	4.41079E-05	1	0	0	1	0	0	0	0
0.020408163	0.80952381	0.100587811	0	1	0	1	0	0	0	1
0.265306122	0.80952381	0.443132655	0	1	0	0	0	1	0	1
0.87755102	0.523809524	0.004237018	0	0	1	0	0	1	0	1
0.387755102	0.857142857	0.195958907	0	0	1	1	0	0	0	0
0.387755102	0.619047619	0.157499449	1	0	0	0	1	0	0	1
0.469387755	0.952380952	0.081084665	0	0	1	0	0	0	1	1
0.102040816	0.571428571	0.116635743	0	1	0	0	0	0	1	0
0.469387755	0.285714286	0.00469534	0	0	1	1	0	0	0	0
0.081632653	0.333333333	0.234142616	0	1	0	0	0	0	1	1
0.020408163	0.380952381	0.006171769	0	0	1	0	0	1	0	1
0.714285714	0.428571429	0.001947924	1	0	0	0	1	0	0	0
0.571428571	0.761904762	0.080370355	0	1	0	1	0	0	0	1
0	1	0.073100848	1	0	0	0	1	0	0	1
0.591836735	0.714285714	0.041377681	0	1	0	0	1	0	0	0
0.530612245	0.476190476	0.250080871	0	1	0	0	0	0	1	1
0.306122449	1	0.681502891	1	0	0	1	0	0	0	0
0.102040816	0	0.038240029	0	1	0	0	1	0	0	0
0.265306122	0.047619048	0.16809118	0	0	1	1	0	0	0	0
0.93877551	0.666666667	0.192593389	0	1	0	0	0	1	0	1
0.510204082	0.857142857	0.079077832	0	0	1	0	0	1	0	1
0.918367347	0.380952381	0.006565484	0	0	1	0	0	1	0	0
0.653061224	0	0.002018526	1	0	0	0	0	1	0	0
0.040816327	0.761904762	0.308595266	0	1	0	0	0	0	1	0
0.306122449	0.523809524	0.326856436	1	0	0	0	1	0	0	1
0.285714286	0.238095238	0.894525246	0	1	0	0	0	0	1	1
0.204081633	0.952380952	0.553758703	1	0	0	0	1	0	0	0
0.612244898	0.142857143	0.02358586	1	0	0	0	0	0	1	1
0.081632653	0.142857143	0.006055801	0	0	1	1	0	0	0	1
0.387755102	0.904761905	0.267655038	1	0	0	0	0	1	0	1
0.326530612	1	0.538967993	0	0	1	0	1	0	0	1
0.551020408	0.047619048	0.141005702	0	1	0	0	1	0	0	0
0.285714286	0.380952381	0.675419929	1	0	0	0	1	0	0	1
0.142857143	0.761904762	0.063579694	1	0	0	0	0	1	0	0
0.571428571	0.714285714	0.000991761	1	0	0	0	0	1	0	0
0.469387755	0.428571429	0.000609961	1	0	0	0	1	0	0	0
0.040816327	0.380952381	0.003427831	0	0	1	0	0	0	1	1
0.551020408	0.285714286	0.020709081	1	0	0	0	0	0	1	1
0.93877551	0.333333333	0.005047019	0	0	1	0	0	1	0	0
0.979591837	0.095238095	0.011492686	0	0	1	0	0	0	1	0
0.428571429	0.047619048	0.078180874	0	1	0	1	0	0	0	0
0.897959184	0.714285714	0.00037129	1	0	0	0	0	0	1	0
0.265306122	0.523809524	0.502919222	0	1	0	1	0	0	0	0
0.530612245	0.380952381	0.047428819	0	1	0	1	0	0	0	0
0.469387755	0.619047619	0.001865629	1	0	0	0	0	1	0	1
0.428571429	0.333333333	0.129113677	0	1	0	0	0	1	0	0
0	0.952380952	0.240682272	0	1	0	0	0	1	0	0
0.816326531	0.095238095	0.000556455	1	0	0	0	0	0	1	1
0.571428571	0.19047619	0.024738881	0	1	0	0	0	0	1	0
0.244897959	0.047619048	0.699920658	1	0	0	0	1	0	0	0
0.918367347	0.952380952	0.022016775	0	1	0	1	0	0	0	1
0.346938776	0.142857143	0.731604972	0	1	0	0	0	0	1	1
0.836734694	0.80952381	0.006065274	1	0	0	1	0	0	0	0
0.346938776	0.142857143	0.06131628	0	0	1	0	0	0	1	0
0.551020408	0.714285714	0.009966673	0	0	1	0	0	0	1	0
0.612244898	0.952380952	0.070504997	0	0	1	1	0	0	0	0
0.102040816	1	0.258956022	0	1	0	0	0	0	1	1
0.163265306	0.761904762	0.020816909	1	0	0	0	1	0	0	0
0.612244898	0.761904762	0.036306906	1	0	0	0	0	1	0	1
0.795918367	0.714285714	0.022956731	0	1	0	0	1	0	0	1
0.469387755	0.19047619	0.004685275	0	0	1	0	0	1	0	1
0.959183673	0.80952381	0.015920271	1	0	0	0	0	1	0	1
0.346938776	0.428571429	0.466794076	0	0	1	0	0	1	0	0
0.081632653	0.857142857	0.033392457	1	0	0	1	0	0	0	0
0.734693878	0.428571429	0.191572173	0	1	0	0	0	0	1	0
0.979591837	0.952380952	0.064389325	1	0	0	0	0	1	0	0
0.755102041	0.619047619	0.000376471	1	0	0	1	0	0	0	1
0.204081633	0.238095238	0.969833263	0	1	0	0	0	0	1	0
0.632653061	0.19047619	0.01114456	0	0	1	0	0	0	1	1
0.265306122	0.619047619	1	0	1	0	1	0	0	0	1
0.06122449	0.142857143	0.001507438	1	0	0	1	0	0	0	0
0.285714286	0.80952381	0.520817168	0	0	1	0	1	0	0	1
0.714285714	0.857142857	0.056006243	0	1	0	0	0	1	0	0
0.428571429	0.238095238	0.266352672	0	1	0	0	0	1	0	0
0.102040816	0.857142857	0.183243782	0	1	0	0	1	0	0	0
0.510204082	0.714285714	0.002625009	0	0	1	1	0	0	0	0
0.857142857	0.476190476	0.007104177	1	0	0	0	1	0	0	0
0.673469388	0.80952381	0.034158498	0	0	1	1	0	0	0	1
0.204081633	0.095238095	0.082963986	1	0	0	0	0	0	1	0
0.265306122	0.476190476	0.578987803	1	0	0	1	0	0	0	1
0.244897959	0.285714286	0.450614783	1	0	0	0	0	1	0	0
0.265306122	0.19047619	0.120017394	1	0	0	0	0	1	0	1
0.775510204	0.952380952	0.187747075	0	1	0	0	1	0	0	1
0.326530612	0.80952381	0.286085534	1	0	0	1	0	0	0	0
0.081632653	0.380952381	0.103979009	0	1	0	0	0	1	0	0
0.897959184	0.333333333	0.286212159	0	1	0	0	0	0	1	0
0.918367347	0.619047619	0.007386067	1	0	0	1	0	0	0	0
0.775510204	0.857142857	0.065356589	1	0	0	1	0	0	0	0
0.265306122	0.19047619	0.570004972	0	1	0	0	1	0	0	1
0.612244898	1	0.023844587	0	0	1	0	0	1	0	0
0.469387755	0.047619048	0.0019423	1	0	0	1	0	0	0	0
0.163265306	0.095238095	0.147931227	0	1	0	1	0	0	0	1
0	0.761904762	0.309492669	0	1	0	1	0	0	0	1
0.632653061	0.333333333	0.001218886	0	0	1	0	0	1	0	0
0.673469388	0.476190476	0.023280288	1	0	0	0	0	0	1	1
0.653061224	0.285714286	0.013358685	1	0	0	0	0	0	1	0
0.081632653	0.80952381	0.050953377	1	0	0	1	0	0	0	1
0.795918367	0.095238095	0.001124528	0	0	1	0	0	1	0	1
0.795918367	0.666666667	0.076920692	0	1	0	0	0	0	1	0
0.795918367	0.19047619	0.021111602	0	1	0	0	1	0	0	0
0.06122449	0.857142857	0.178489236	0	1	0	0	0	1	0	1
0.571428571	0	0.032565583	0	1	0	0	0	1	0	0
0.897959184	1	0.203810104	0	1	0	1	0	0	0	0
0.12244898	0.523809524	0.238061777	0	1	0	0	0	0	1	1
0.755102041	0.761904762	0.096575699	0	0	1	0	0	1	0	1
0.142857143	0.285714286	0.012786245	1	0	0	0	0	0	1	0
0.632653061	0.619047619	0.005946938	1	0	0	0	1	0	0	1
0.306122449	0.095238095	0.712845517	1	0	0	0	1	0	0	1
0.816326531	0.80952381	0.366544105	0	1	0	0	1	0	0	1
0.795918367	0.761904762	0.226408571	0	1	0	0	0	0	1	0
0.285714286	0.761904762	0.09686425	0	0	1	0	0	1	0	1
0.653061224	0.80952381	0.020494314	0	0	1	0	0	0	1	1
0.204081633	0	0.627004974	1	0	0	0	1	0	0	1
0.285714286	0.80952381	0.496210018	0	0	1	0	1	0	0	0
0.755102041	0.666666667	0.263844001	0	1	0	1	0	0	0	0
0.816326531	0.285714286	0.007525347	1	0	0	0	1	0	0	0
0.959183673	0.142857143	0.004899376	0	0	1	1	0	0	0	0
0.653061224	0.666666667	0.115373563	0	1	0	0	1	0	0	0
0.163265306	0.19047619	0.006441967	0	0	1	0	0	0	1	0
0.979591837	0.19047619	0.213105909	0	1	0	0	0	0	1	1
0.142857143	0.285714286	0.165739773	0	1	0	0	0	0	1	0
0.102040816	0.571428571	0.008751931	1	0	0	0	0	0	1	1
0.408163265	0.666666667	0.253001092	0	1	0	0	0	1	0	0
0.551020408	0.952380952	0.095286802	0	0	1	0	0	0	1	0
0.653061224	0.904761905	0.067796509	1	0	0	1	0	0	0	1
0.040816327	0.857142857	0.077283249	1	0	0	0	0	1	0	0
0.571428571	0.619047619	0.005600735	1	0	0	0	0	1	0	1
0.510204082	0.095238095	0.160984857	0	1	0	1	0	0	0	1
0.591836735	0.047619048	0.005957446	0	0	1	0	1	0	0	1
0.448979592	0.238095238	0.158772434	0	1	0	0	0	0	1	1
0.081632653	0.571428571	0.072331403	0	1	0	1	0	0	0	1
0.530612245	0.476190476	0.006852333	1	0	0	0	1	0	0	0
0.530612245	0.571428571	0.264713873	0	1	0	0	0	1	0	1
0.081632653	0.571428571	0.06032822	0	1	0	1	0	0	0	0
0.285714286	0.952380952	0.335680374	1	0	0	1	0	0	0	0
0.959183673	0.428571429	0.098251649	0	1	0	1	0	0	0	1
0.183673469	0.19047619	0.017340899	0	0	1	0	0	0	1	0
0.510204082	0.523809524	0.007544737	1	0	0	1	0	0	0	1
0.448979592	0.666666667	0.031888276	0	1	0	0	1	0	0	0
0.93877551	0.80952381	0.06068767	1	0	0	0	0	1	0	1
0.918367347	0.904761905	0.025094186	0	0	1	0	1	0	0	1
0.346938776	1	0.616015902	0	1	0	0	0	0	1	0
0.734693878	0.285714286	0.263100976	0	1	0	0	0	0	1	1
0.387755102	0.619047619	0.173342679	0	1	0	0	0	1	0	0
0.326530612	1	0.45163992	0	0	1	0	0	0	1	0
0.816326531	0.19047619	0.003636234	1	0	0	0	1	0	0	0
0.265306122	0.476190476	0.204591021	0	1	0	0	0	1	0	0
0.775510204	0.380952381	0.007359795	1	0	0	1	0	0	0	1
0.857142857	0.714285714	0.005096825	1	0	0	0	0	1	0	0
0.224489796	0.904761905	0.546220035	1	0	0	1	0	0	0	1
0.653061224	0.095238095	3.30069E-05	1	0	0	1	0	0	0	1
0.408163265	0.047619048	0.005006833	0	0	1	0	1	0	0	1
0.979591837	1	0.066000298	1	0	0	0	0	1	0	1
1	0.095238095	0.008282582	0	0	1	0	1	0	0	1
0.510204082	0.80952381	0.073695342	1	0	0	0	0	0	1	1
0.367346939	0.142857143	0.285980519	0	0	1	0	0	0	1	1
0.428571429	0.904761905	0.309440864	0	1	0	0	1	0	0	1
0.183673469	0.857142857	0.020625306	1	0	0	1	0	0	0	0
0.755102041	0.047619048	0.184735604	0	1	0	0	1	0	0	0
0.816326531	0.095238095	0.05057402	0	1	0	0	0	0	1	1
0.081632653	0	0.006438784	0	0	1	0	0	0	1	0
0.06122449	0.619047619	0.000450847	1	0	0	1	0	0	0	0
0.632653061	0.476190476	0.001878654	0	0	1	0	0	0	1	1
0.224489796	0.476190476	0.737006481	0	0	1	0	0	0	1	1
0.571428571	0.952380952	0.086890991	1	0	0	0	0	1	0	0
0.87755102	0.142857143	0.195762419	0	1	0	0	1	0	0	0
0.081632653	0.238095238	0.00052219	1	0	0	0	0	1	0	1
0.367346939	1	0.530551904	0	1	0	1	0	0	0	1
0.081632653	0.285714286	0.00144653	1	0	0	0	1	0	0	1
0.632653061	0.333333333	0.003921455	0	0	1	0	0	0	1	0
0.816326531	0.047619048	0.136446682	0	1	0	0	1	0	0	1
0.489795918	0.80952381	0.113611247	1	0	0	0	0	0	1	1
0.448979592	0.666666667	0.163979899	0	1	0	0	0	0	1	0
0.204081633	0.952380952	0.273938187	0	1	0	0	1	0	0	0
0.551020408	0.761904762	0.023866863	1	0	0	1	0	0	0	0
0.142857143	0.80952381	0.03701685	0	0	1	0	0	0	1	1
0.755102041	0.285714286	0.005543898	0	0	1	0	0	1	0	1
0.489795918	0.428571429	0.00533964	0	0	1	0	1	0	0	0
