"V1","V2","V3"
5.13734717894847,1.61462976227893,1.94345574183696
1.70684699815143,1.11338161395449,-0.0228484001038773
0.329936250165792,0.421732940612827,2.7671373506402
1.56191525887742,1.26276262141199,4.83668065525473
4.91723171525916,1.24515450547669,-0.433660833010312
8.7596876112405,1.5832493503929,3.78724383049316
-0.85233396633136,3.75698418474803,-0.408092962784722
-0.484739332102192,1.48724536284454,3.72201187647602
1.71558713998738,1.08502181329792,-2.42153112470804
2.97993138829091,0.462397427579416,-0.914861011766247
2.75001848119746,1.50594421355129,2.76353085085852
7.12934694542643,1.49168983657094,0.459622169574553
0.344102827850576,2.08105827422459,3.23767417475055
4.5121066189914,0.731342679269965,0.226642976318233
-0.400752738409777,-1.81133252246477,0.284568473559112
-0.460472108318473,0.209589992314251,-3.6483533163987
-3.79086851283377,0.967087454098034,-0.527441020220365
6.20472100007014,-1.04616671781991,8.65476560497969
3.1953790660388,0.530038712636481,-1.15287915482233
-0.370618504145048,2.35821802064921,-0.920357795521073
4.13092126970481,3.48474234208624,-1.78076887989178
3.42374849546553,4.54327709378763,-1.48038821006197
4.96286479502244,4.36137435699506,0.706353845672322
5.59595239561104,5.96405615714372,-2.78223520286533
3.71770675259665,7.05845763248113,0.17574449779181
6.80943296666192,6.8452715302357,-2.88224414531307
5.2231534929158,4.12804166039861,-1.19484955459573
3.55778366290129,3.54987641219732,-1.44543114859652
4.63846401636166,5.24195748817266,-4.06382950083636
4.92418870463224,5.38343789721884,-2.08426043148726
4.69496869795096,5.28566978857052,-2.06744183450234
5.5397754851393,5.99212741727131,-1.38695782979872
6.8292705130298,5.74493060437174,-1.98771493838642
3.0184435133499,5.5024251188854,-2.94165705414521
6.06822801526357,6.05864580129666,-4.6707202098647
5.91802272718126,4.15159800533494,-0.112719599496802
4.61002647112026,5.47178294265122,-1.55917747090927
5.3766735787299,4.08563746792038,-4.41433881386085
6.57269476677244,3.31694071264875,0.464752147341247
5.22782138138926,4.92564600677653,-2.21939452171962
-1.97031219920565,-2.68245195773323,-2.0428718693602
-1.78991244819451,-2.5590397226357,-2.65374186291196
-2.81403092901151,0.26954453936795,-1.3541628183292
-0.486915531197724,-2.76092232074578,-1.68492988478667
-0.712190393161825,2.02051771823449,1.00063319793065
-1.38518110582439,-3.91978868587312,-5.57578555488952
-0.585587222438798,-2.83452888914336,-2.12835240927003
-2.87991382968712,-3.46251528405704,-4.07439534361161
-1.86027104748021,-1.1862997846859,-5.22215228330625
-2.25616588075574,-4.79860409035685,-1.91639117472977
-2.05986633909545,-1.57168523950471,-1.2941310577816
-2.22816700642311,-0.978634772542454,-4.19788685594667
-2.0589906530707,-0.582048422973704,-2.10366329177772
-1.21533723458537,-0.0342202591417942,-0.162897383247566
-2.31335805007002,-1.36737831625226,-1.75124923088432
-2.54471995831871,0.467302711436382,-1.82781637126699
-1.3060129910936,-2.98150397856379,1.28143165189695
-1.98884439359757,-3.79434219343151,-0.0189468799495034
-2.62228453928637,-2.55961581935385,-6.03697968061139
-2.46250745940961,-2.57067369949674,-1.16073146458972
-4.61628033463615,-2.83336416694845,0.393076236657387
0.0200637211885089,-4.55732562936904,-2.92976546135437
1.01931770365949,-9.23596331144327,3.57193856804209
-0.314139775248005,-7.71513206920543,3.66225636239566
-0.230700544437685,-6.40769381992318,1.34564361519636
-0.416322428795711,-7.1115596082492,6.74249357659174
-0.570410160866669,-3.08814758061311,4.06521714284381
-1.51765621294004,-7.76151368137379,-2.40844915780408
-1.75870654975356,0.375589046564251,-0.832397047526595
-0.449946786477768,-8.92518155872386,-3.80500916870298
-1.51002623441235,-5.22919583793813,0.611226626659527
1.99642935657812,-7.57807281915405,0.203318329536143
1.04134067281083,-7.63016830926373,-0.754441704440843
-3.36358065517197,-5.86380640835808,-1.92995634026745
0.231154347348223,-1.36713055459771,4.71995472720304
-0.618664225102384,-8.06371915272271,-2.81383681759379
-0.593645383484667,3.61265018095237,2.7439957458965
-3.33034677429151,-7.66135595580967,2.10516090026099
3.10569705334946,-12.4529683858132,0.732334296659426
-4.6125886452966,-0.741707538143219,-0.751200728673173
2.93770622833167,-0.411022907224717,3.1425147692791
2.63197120523461,2.57608077337271,2.41113792709782
2.38680201974135,1.64945576020423,2.47167636261391
2.10873130758131,4.6558080433688,2.78123393007649
3.23402820218888,2.93483940853157,3.2277565537129
3.70260662446366,3.96090870703296,2.56675317242958
3.65282736194489,2.06364207454497,3.28730227239238
3.2023868204543,2.22991555398336,2.81978637668766
3.13040519127365,2.0732119687599,3.97962771068444
2.6813731865823,2.47074569663925,2.95768196391639
2.6878506645573,3.096965215066,2.90328833436695
3.44716351571737,4.83999893339877,2.84713740164146
2.44469582201776,4.32746583437452,3.21636238809148
2.78720223698879,1.05308746045017,3.23075490596787
3.91004783770979,4.36350745297769,3.03089151894334
2.9651305629177,2.85556109129972,2.56174117626926
3.17469540193473,4.51064528246764,2.81320331414598
2.37109951705848,2.08231867669384,3.01708895334485
3.45504121350587,3.00803414011169,3.38639827001827
2.57051964999469,2.95578264955031,3.04826165962133
3.01572250132402,5.20904612798222,3.36972543754546
3.40066709913682,3.96480160568874,2.86856420426987
3.77257586065593,3.26101835182482,3.20668628365059
2.97635402053756,2.47452238157112,2.84581113012801
3.11818731213607,3.53644776429679,3.29394456015056
3.47910108144197,3.67308501578624,3.07306988931073
3.56662921602632,1.96665287584992,2.26029939228497
2.73948238768976,3.50620446979931,4.07583250613719
2.42815459746909,3.65962837557606,3.03487705470365
2.18667772601312,3.98285976108464,3.33223487113952
